"","biddingZone_Domain.mRID","start_DateAndOrTime.date","start_DateAndOrTime.time","end_DateAndOrTime.date","end_DateAndOrTime.time","quantity_Measure_Unit.name","production_RegisteredResource.mRID","production_RegisteredResource.name","production_RegisteredResource.pSRType.powerSystemResources.mRID","production_RegisteredResource.pSRType.powerSystemResources.name","production_RegisteredResource.pSRType.powerSystemResources.nominalP","reas_c","quantity","reas_t","year","st.mon","st.d","end.mon","end.d","st.datetime","end.datetime","duration_days"
"81","10YDE-VE-------2",2016-11-21,"08:15:00",2016-11-23,"05:00:00","MAW","11WD8REUW1C----4","HKW Reuter West","11WD8REUW1C---EB","HKW Reuter West Block E","282","B18","0",NA,"2016","11","21","11","23",2016-11-21 08:15:00,2016-11-23 05:00:00,1.86458333333333
"82","10YDE-VE-------2",2016-12-21,"08:39:00",2016-12-21,"09:40:00","MAW","11WD8ROST1C---P5","Kraftwerk Rostock","11WD8ROST1C----K","Kraftwerk Rostock","514","B18","414",NA,"2016","12","21","12","21",2016-12-21 08:39:00,2016-12-21 09:40:00,0.0423611111111111
"83","10YDE-VE-------2",2017-01-07,"22:00:00",2017-01-08,"01:15:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---A2","Schkopau A","450","B18","0",NA,"2017","01","07","01","08",2017-01-07 22:00:00,2017-01-08 01:15:00,0.135416666666667
"84","10YDE-VE-------2",2017-02-07,"02:45:00",2017-02-07,"03:00:00","MAW","11WD8REUW1C----4","HKW Reuter West","11WD8REUW1C---DD","HKW Reuter West Block D","282","B18","50","Other","2017","02","07","02","07",2017-02-07 02:45:00,2017-02-07 03:00:00,0.0104166666666667
"85","10YDE-VE-------2",2017-05-01,"16:30:00",2017-05-01,"17:30:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---A2","Schkopau A","450","B18","0",NA,"2017","05","01","05","01",2017-05-01 16:30:00,2017-05-01 17:30:00,0.0416666666666667
"86","10YDE-VE-------2",2017-05-20,"15:15:00",2017-05-21,"01:45:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---A2","Schkopau A","450","B18","250","Other","2017","05","20","05","21",2017-05-20 15:15:00,2017-05-21 01:45:00,0.4375
"87","10YDE-VE-------2",2017-06-07,"05:45:00",2017-06-07,"07:15:00","MAW","11WD8MARK1H----7","PSW Markersbach","11WD8MARK1H---FC","PSW Markersbach PSS F","160","B18","0",NA,"2017","06","07","06","07",2017-06-07 05:45:00,2017-06-07 07:15:00,0.0625
"88","10YDE-VE-------2",2017-07-21,"14:30:00",2017-07-21,"16:00:00","MAW","11WD8MARK1H----7","PSW Markersbach","11WD8MARK1H---AM","PSW Markersbach PSS A","160","B18","0",NA,"2017","07","21","07","21",2017-07-21 14:30:00,2017-07-21 16:00:00,0.0625
"89","10YDE-VE-------2",2017-08-04,"07:15:00",2017-08-04,"14:00:00","MAW","11WD8REUW1C----4","HKW Reuter West","11WD8REUW1C---EB","HKW Reuter West Block E","282","B18","158","Other","2017","08","04","08","04",2017-08-04 07:15:00,2017-08-04 14:00:00,0.28125
"90","10YDE-VE-------2",2017-08-22,"10:15:00",2017-08-22,"22:00:00","MAW","11WD8MITT5G----0","HKW Mitte","11WD8MITT5GGUD-8","HKW Mitte GUD","444","B18","97","Other","2017","08","22","08","22",2017-08-22 10:15:00,2017-08-22 22:00:00,0.489583333333333
"91","10YDE-VE-------2",2017-09-05,"12:39:00",2017-09-05,"19:00:00","MAW","11WD8ROST1C---P5","Kraftwerk Rostock","11WD8ROST1C----K","Kraftwerk Rostock","514","B18","0",NA,"2017","09","05","09","05",2017-09-05 12:39:00,2017-09-05 19:00:00,0.264583333333333
"92","10YDE-VE-------2",2017-11-01,"10:15:00",2017-11-01,"13:00:00","MAW","11WD8ROST1C---P5","Kraftwerk Rostock","11WD8ROST1C----K","Kraftwerk Rostock","514","B18","0",NA,"2017","11","01","11","01",2017-11-01 10:15:00,2017-11-01 13:00:00,0.114583333333333
"93","10YDE-VE-------2",2017-11-14,"09:45:00",2017-11-16,"13:00:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---A2","Schkopau A","450","B18","350","Other","2017","11","14","11","16",2017-11-14 09:45:00,2017-11-16 13:00:00,2.13541666666667
"94","10YDE-VE-------2",2017-12-03,"08:11:00",2017-12-03,"09:00:00","MAW","11WD8ROST1C---P5","Kraftwerk Rostock","11WD8ROST1C----K","Kraftwerk Rostock","514","B18","364",NA,"2017","12","03","12","03",2017-12-03 08:11:00,2017-12-03 09:00:00,0.0340277777777778
"95","10YDE-VE-------2",2018-01-16,"02:15:00",2018-01-16,"06:00:00","MAW","11WD8REUW1C----4","HKW Reuter West","11WD8REUW1C---EB","HKW Reuter West Block E","282","B18","180","Other","2018","01","16","01","16",2018-01-16 02:15:00,2018-01-16 06:00:00,0.15625
"96","10YDE-VE-------2",2018-02-13,"05:15:00",2018-02-17,"01:45:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---A2","Schkopau A","450","B18","0",NA,"2018","02","13","02","17",2018-02-13 05:15:00,2018-02-17 01:45:00,3.85416666666667
"97","10YDE-VE-------2",2018-03-01,"03:15:00",2018-03-01,"08:00:00","MAW","11WD8REUW1C----4","HKW Reuter West","11WD8REUW1C---EB","HKW Reuter West Block E","282","B18","0","Other","2018","03","01","03","01",2018-03-01 03:15:00,2018-03-01 08:00:00,0.197916666666667
"98","10YDE-VE-------2",2018-03-17,"10:00:00",2018-03-17,"11:15:00","MAW","11WD8MARK1H----7","PSW Markersbach","11WD8MARK1H---BK","PSW Markersbach PSS B","160","B18","0",NA,"2018","03","17","03","17",2018-03-17 10:00:00,2018-03-17 11:15:00,0.0520833333333333
"99","10YDE-VE-------2",2018-04-03,"07:45:00",2018-04-03,"17:00:00","MAW","11WD8ROST1C---P5","Kraftwerk Rostock","11WD8ROST1C----K","Kraftwerk Rostock","514","B18","414",NA,"2018","04","03","04","03",2018-04-03 07:45:00,2018-04-03 17:00:00,0.385416666666667
"100","10YDE-VE-------2",2018-04-15,"22:15:00",2018-04-16,"02:15:00","MAW","11WD8MITT5G----0","HKW Mitte","11WD8MITT5GGUD-8","HKW Mitte GUD","444","B18","0","Other","2018","04","15","04","16",2018-04-15 22:15:00,2018-04-16 02:15:00,0.166666666666667
"101","10YDE-VE-------2",2018-04-30,"09:15:00",2018-04-30,"10:15:00","MAW","11WD8WED15C----Q","HKW Wedel","11WD8WED15C---1M","HKW Wedel Block 1","134","B18","0",NA,"2018","04","30","04","30",2018-04-30 09:15:00,2018-04-30 10:15:00,0.0416666666666667
"102","10YDE-VE-------2",2018-05-15,"22:15:00",2018-05-18,"16:00:00","MAW","11WD8MITT5G----0","HKW Mitte","11WD8MITT5GGUD-8","HKW Mitte GUD","444","B18","151","Other","2018","05","15","05","18",2018-05-15 22:15:00,2018-05-18 16:00:00,2.73958333333333
"103","10YDE-VE-------2",2018-05-29,"14:00:00",2018-05-31,"22:00:00","MAW","11WD8REUT5X----M","HKW Reuter","11WD8REUT5X---CX","HKW Reuter Block C","124","B18","0","Other","2018","05","29","05","31",2018-05-29 14:00:00,2018-05-31 22:00:00,2.33333333333333
"104","10YDE-VE-------2",2018-06-15,"05:15:00",2018-06-15,"05:30:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---A2","Schkopau A","450","B18","240",NA,"2018","06","15","06","15",2018-06-15 05:15:00,2018-06-15 05:30:00,0.0104166666666667
"105","10YDE-VE-------2",2018-06-28,"22:15:00",2018-06-29,"22:00:00","MAW","11WD8MITT5G----0","HKW Mitte","11WD8MITT5GGUD-8","HKW Mitte GUD","444","B18","79","Other","2018","06","28","06","29",2018-06-28 22:15:00,2018-06-29 22:00:00,0.989583333333333
"106","10YDE-VE-------2",2018-07-25,"12:00:00",2018-07-30,"09:00:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---A2","Schkopau A","450","B20","350","External Factors","2018","07","25","07","30",2018-07-25 12:00:00,2018-07-30 09:00:00,4.875
"107","10YDE-VE-------2",2018-08-28,"02:45:00",2018-08-28,"03:30:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---B0","Schkopau B","450","B18","300",NA,"2018","08","28","08","28",2018-08-28 02:45:00,2018-08-28 03:30:00,0.03125
"108","10YDE-VE-------2",2018-09-17,"11:00:00",2018-09-18,"12:45:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---A2","Schkopau A","450","B18","300","Other","2018","09","17","09","18",2018-09-17 11:00:00,2018-09-18 12:45:00,1.07291666666667
"109","10YDE-VE-------2",2018-10-12,"01:57:00",2018-10-13,"09:45:00","MAW","11WD8ROST1C---P5","Kraftwerk Rostock","11WD8ROST1C----K","Kraftwerk Rostock","514","B18","350",NA,"2018","10","12","10","13",2018-10-12 01:57:00,2018-10-13 09:45:00,1.325
"110","10YDE-VE-------2",2018-11-01,"06:30:00",2018-11-06,"15:00:00","MAW","11WD8REUW1C----4","HKW Reuter West","11WD8REUW1C---EB","HKW Reuter West Block E","282","B18","160","Other","2018","11","01","11","06",2018-11-01 06:30:00,2018-11-06 15:00:00,5.35416666666667
"111","10YDE-VE-------2",2018-11-12,"04:30:00",2018-11-12,"08:45:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---B0","Schkopau B","450","B18","301.1",NA,"2018","11","12","11","12",2018-11-12 04:30:00,2018-11-12 08:45:00,0.177083333333333
"112","10YDE-VE-------2",2018-11-28,"12:00:00",2018-11-28,"15:00:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---A2","Schkopau A","450","B18","0",NA,"2018","11","28","11","28",2018-11-28 12:00:00,2018-11-28 15:00:00,0.125
"113","10YDE-VE-------2",2018-12-18,"13:30:00",2018-12-18,"15:45:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---B0","Schkopau B","450","B18","300",NA,"2018","12","18","12","18",2018-12-18 13:30:00,2018-12-18 15:45:00,0.09375
"114","10YDE-VE-------2",2018-12-28,"11:00:00",2018-12-30,"14:00:00","MAW","11WD8TIEF5X----V","HKW Tiefstack","11WD8TIEF5C----9","HKW Tiefstack Block 2","189","B18","61",NA,"2018","12","28","12","30",2018-12-28 11:00:00,2018-12-30 14:00:00,2.125
"115","10YDE-VE-------2",2019-01-09,"19:00:00",2019-01-10,"06:15:00","MAW","11WD8MARK1H----7","PSW Markersbach","11WD8MARK1H---FC","PSW Markersbach PSS F","160","B18","0",NA,"2019","01","09","01","10",2019-01-09 19:00:00,2019-01-10 06:15:00,0.46875
"116","10YDE-VE-------2",2019-02-10,"02:00:00",2019-02-10,"02:15:00","MAW","11WD8MITT5G----0","HKW Mitte","11WD8MITT5GGUD-8","HKW Mitte GUD","444","B18","250","Other","2019","02","10","02","10",2019-02-10 02:00:00,2019-02-10 02:15:00,0.0104166666666667
"117","10YDE-VE-------2",2019-02-28,"07:45:00",2019-02-28,"09:45:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---A2","Schkopau A","450","B20","350","External Factors","2019","02","28","02","28",2019-02-28 07:45:00,2019-02-28 09:45:00,0.0833333333333333
"118","10YDE-VE-------2",2019-03-25,"08:00:00",2019-03-26,"19:30:00","MAW","11WD8ROST1C---P5","Kraftwerk Rostock","11WD8ROST1C----K","Kraftwerk Rostock","514","B18","0",NA,"2019","03","25","03","26",2019-03-25 08:00:00,2019-03-26 19:30:00,1.47916666666667
"119","10YDE-VE-------2",2019-04-25,"03:45:00",2019-04-25,"22:00:00","MAW","11WD8KLIN5X----0","HKW Klingenberg","11WD8KLIN5G--13E","HKW Klingenberg 1-3","164","B18","45","Other","2019","04","25","04","25",2019-04-25 03:45:00,2019-04-25 22:00:00,0.760416666666667
"120","10YDE-VE-------2",2019-05-11,"03:00:00",2019-05-11,"06:00:00","MAW","11WD8REUW1C----4","HKW Reuter West","11WD8REUW1C---EB","HKW Reuter West Block E","282","B18","0","Other","2019","05","11","05","11",2019-05-11 03:00:00,2019-05-11 06:00:00,0.125
"121","10YDE-VE-------2",2019-06-21,"10:00:00",2019-09-13,"22:00:00","MAW","11WD8LEIP5X----6","HKW Nord","11WD8LEIP5X----6","HKW Nord GuD Nord","167","B18","0",NA,"2019","06","21","09","13",2019-06-21 10:00:00,2019-09-13 22:00:00,84.5
"122","10YDE-VE-------2",2019-09-22,"11:30:00",2019-09-22,"19:00:00","MAW","11WD8MITT5G----0","HKW Mitte","11WD8MITT5GGUD-8","HKW Mitte GUD","444","B18","108","Other","2019","09","22","09","22",2019-09-22 11:30:00,2019-09-22 19:00:00,0.3125
"123","10YDE-VE-------2",2019-09-30,"22:15:00",2019-10-10,"10:00:00","MAW","11WD8MITT5G----0","HKW Mitte","11WD8MITT5GGUD-8","HKW Mitte GUD","444","B18","180","Other","2019","09","30","10","10",2019-09-30 22:15:00,2019-10-10 10:00:00,9.48958333333333
"124","10YDE-VE-------2",2019-11-22,"06:00:00",2019-11-22,"09:30:00","MAW","11WD8GOLD1H----6","PSW Goldisthal","11WD8GOLD1H---AL","PSW Goldisthal PSS A","265","B18","0",NA,"2019","11","22","11","22",2019-11-22 06:00:00,2019-11-22 09:30:00,0.145833333333333
"125","10YDE-VE-------2",2015-01-02,"23:30:00",2015-01-03,"01:35:00","MAW","11WD8GOLD1H----6","PSW Goldisthal","11WD8GOLD1H---CH","PSW Goldisthal PSS C","265","B18","0",NA,"2015","01","02","01","03",2015-01-02 23:30:00,2015-01-03 01:35:00,0.0868055555555556
"126","10YDE-VE-------2",2015-01-18,"00:00:00",2015-01-18,"01:59:00","MAW","11WD8MOOR1C----G","HKW Moorburg","11WD8MOOR1C---BT","HKW Moorburg Block B","800","B18","500","Other","2015","01","18","01","18",2015-01-18 00:00:00,2015-01-18 01:59:00,0.0826388888888889
"127","10YDE-VE-------2",2015-02-03,"17:00:00",2015-02-04,"14:59:00","MAW","11WD8JAEN1L----Z","KW Jänschwalde","11WD8JAEN1L---F3","KW Jänschwalde Block F","498","B18","0","Other","2015","02","03","02","04",2015-02-03 17:00:00,2015-02-04 14:59:00,0.915972222222222
"128","10YDE-VE-------2",2015-02-21,"19:00:00",2015-02-21,"21:15:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---B0","Schkopau B","450","B18","0",NA,"2015","02","21","02","21",2015-02-21 19:00:00,2015-02-21 21:15:00,0.09375
"129","10YDE-VE-------2",2015-03-03,"12:01:00",2015-03-03,"13:02:00","MAW","11WD8LIPD1L----P","KW Lippendorf","11WD8LIPD1L---S4","KW Lippendorf Block S","891","B18","0","Other","2015","03","03","03","03",2015-03-03 12:01:00,2015-03-03 13:02:00,0.0423611111111111
"130","10YDE-VE-------2",2015-03-30,"04:00:00",2015-03-30,"07:20:00","MAW","11WD8WED15C----Q","HKW Wedel","11WD8WED15C---1M","HKW Wedel Block 1","134","B18","0","Other","2015","03","30","03","30",2015-03-30 04:00:00,2015-03-30 07:20:00,0.138888888888889
"131","10YDE-VE-------2",2015-04-07,"13:15:00",2015-04-07,"15:00:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---A2","Schkopau A","450","B18","250","Other","2015","04","07","04","07",2015-04-07 13:15:00,2015-04-07 15:00:00,0.0729166666666667
"132","10YDE-VE-------2",2015-05-09,"05:15:00",2015-05-12,"21:59:00","MAW","11WD8MOOR1C----G","HKW Moorburg","11WD8MOOR1C---BT","HKW Moorburg Block B","800","B18","0",NA,"2015","05","09","05","12",2015-05-09 05:15:00,2015-05-12 21:59:00,3.69722222222222
"133","10YDE-VE-------2",2015-05-16,"07:43:00",2015-05-16,"22:39:00","MAW","11WD8SWPU1L----5","KW Schwarze Pumpe","11WD8SWPU1L---AK","KW Schwarze Pumpe Block A","755","B18","0","Other","2015","05","16","05","16",2015-05-16 07:43:00,2015-05-16 22:39:00,0.622222222222222
"134","10YDE-VE-------2",2015-09-15,"17:45:00",2015-09-15,"18:30:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---B0","Schkopau B","450","B18","0",NA,"2015","09","15","09","15",2015-09-15 17:45:00,2015-09-15 18:30:00,0.03125
"135","10YDE-VE-------2",2015-09-29,"19:11:00",2015-09-30,"03:59:00","MAW","11WD8BOXB1L----J","KW Boxberg","11WD8BOXB1L---P4","KW Boxberg Block P","500","B18","209",NA,"2015","09","29","09","30",2015-09-29 19:11:00,2015-09-30 03:59:00,0.366666666666667
"136","10YDE-VE-------2",2015-10-15,"09:00:00",2015-10-15,"09:45:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---B0","Schkopau B","450","B18","330.1",NA,"2015","10","15","10","15",2015-10-15 09:00:00,2015-10-15 09:45:00,0.03125
"137","10YDE-VE-------2",2015-11-02,"06:00:00",2015-11-02,"12:30:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---B0","Schkopau B","450","B18","350",NA,"2015","11","02","11","02",2015-11-02 06:00:00,2015-11-02 12:30:00,0.270833333333333
"138","10YDE-VE-------2",2015-11-12,"14:52:00",2015-11-15,"02:49:00","MAW","11WD8MOOR1C----G","HKW Moorburg","11WD8MOOR1C---AV","HKW Moorburg Block A","800","B18","640",NA,"2015","11","12","11","15",2015-11-12 14:52:00,2015-11-15 02:49:00,2.49791666666667
"139","10YDE-VE-------2",2015-12-01,"15:15:00",2015-12-04,"10:15:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---A2","Schkopau A","450","B18","0",NA,"2015","12","01","12","04",2015-12-01 15:15:00,2015-12-04 10:15:00,2.79166666666667
"140","10YDE-VE-------2",2015-12-23,"00:34:00",2015-12-23,"02:35:00","MAW","11WD8JAEN1L----Z","KW Jänschwalde","11WD8JAEN1L---C9","KW Jänschwalde Block C","500","B18","0",NA,"2015","12","23","12","23",2015-12-23 00:34:00,2015-12-23 02:35:00,0.0840277777777778
"141","10YDE-VE-------2",2016-01-05,"01:00:00",2016-01-05,"03:00:00","MAW","11WD8GOLD1H----6","PSW Goldisthal","11WD8GOLD1H---DF","PSW Goldisthal PSS D","265","B18","0",NA,"2016","01","05","01","05",2016-01-05 01:00:00,2016-01-05 03:00:00,0.0833333333333333
"142","10YDE-VE-------2",2016-01-12,"10:45:00",2016-01-15,"14:00:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---A2","Schkopau A","450","B18","0",NA,"2016","01","12","01","15",2016-01-12 10:45:00,2016-01-15 14:00:00,3.13541666666667
"143","10YDE-VE-------2",2016-02-02,"08:30:00",2016-02-02,"08:45:00","MAW","11WD8SWPU1L----5","KW Schwarze Pumpe","11WD8SWPU1L---BI","KW Schwarze Pumpe Block B","755","B18","644",NA,"2016","02","02","02","02",2016-02-02 08:30:00,2016-02-02 08:45:00,0.0104166666666667
"144","10YDE-VE-------2",2016-02-12,"03:00:00",2016-02-12,"08:15:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---A2","Schkopau A","450","B18","250",NA,"2016","02","12","02","12",2016-02-12 03:00:00,2016-02-12 08:15:00,0.21875
"145","10YDE-VE-------2",2016-02-25,"07:30:00",2016-02-25,"11:00:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---B0","Schkopau B","450","B18","0",NA,"2016","02","25","02","25",2016-02-25 07:30:00,2016-02-25 11:00:00,0.145833333333333
"146","10YDE-VE-------2",2016-03-15,"07:15:00",2016-03-15,"08:45:00","MAW","11WD8JAEN1L----Z","KW Jänschwalde","11WD8JAEN1L---BB","KW Jänschwalde Block B","500","B18","343",NA,"2016","03","15","03","15",2016-03-15 07:15:00,2016-03-15 08:45:00,0.0625
"147","10YDE-VE-------2",2016-04-28,"00:00:00",2016-04-28,"02:00:00","MAW","11WD8TIEF5X----V","HKW Tiefstack","11WD8TIEF5C----9","HKW Tiefstack Block 2","189","B18","85",NA,"2016","04","28","04","28",2016-04-28 00:00:00,2016-04-28 02:00:00,0.0833333333333333
"148","10YDE-VE-------2",2016-05-27,"05:41:00",2016-05-30,"22:00:00","MAW","11WD8LICH5G----1","HKW Lichterfelde","11WD8LICH5G---3U","HKW Lichterfelde Block 3","144","B18","0","Other","2016","05","27","05","30",2016-05-27 05:41:00,2016-05-30 22:00:00,3.67986111111111
"149","10YDE-VE-------2",2016-06-24,"11:00:00",2016-07-08,"22:00:00","MAW","11WD8KLIN5X----0","HKW Klingenberg","11WD8KLIN5G--13E","HKW Klingenberg 1-3","164","B18","36","Other","2016","06","24","07","08",2016-06-24 11:00:00,2016-07-08 22:00:00,14.4583333333333
"150","10YDE-VE-------2",2016-07-16,"02:45:00",2016-07-16,"06:45:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---B0","Schkopau B","450","B20","40","External Factors","2016","07","16","07","16",2016-07-16 02:45:00,2016-07-16 06:45:00,0.166666666666667
"151","10YDE-VE-------2",2016-08-09,"04:45:00",2016-08-09,"12:30:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---B0","Schkopau B","450","B18","325",NA,"2016","08","09","08","09",2016-08-09 04:45:00,2016-08-09 12:30:00,0.322916666666667
"152","10YDE-VE-------2",2016-08-28,"11:30:00",2016-08-29,"11:00:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---B0","Schkopau B","450","B18","270","Other","2016","08","28","08","29",2016-08-28 11:30:00,2016-08-29 11:00:00,0.979166666666667
"153","10YDE-VE-------2",2016-09-08,"06:15:00",2016-09-08,"07:00:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---B0","Schkopau B","450","B18","290.1",NA,"2016","09","08","09","08",2016-09-08 06:15:00,2016-09-08 07:00:00,0.03125
"154","10YDE-VE-------2",2016-09-24,"02:30:00",2016-09-24,"05:00:00","MAW","11WD8ROST1C---P5","Kraftwerk Rostock","11WD8ROST1C----K","Kraftwerk Rostock","514","B18","414",NA,"2016","09","24","09","24",2016-09-24 02:30:00,2016-09-24 05:00:00,0.104166666666667
"155","10YDE-VE-------2",2016-10-08,"17:30:00",2016-10-08,"22:00:00","MAW","11WD8REUW1C----4","HKW Reuter West","11WD8REUW1C---DD","HKW Reuter West Block D","282","B18","160",NA,"2016","10","08","10","08",2016-10-08 17:30:00,2016-10-08 22:00:00,0.1875
"156","10YDE-VE-------2",2016-10-26,"05:30:00",2016-11-01,"07:45:00","MAW","11WD8MOOR1C----G","HKW Moorburg","11WD8MOOR1C---AV","HKW Moorburg Block A","800","B18","0",NA,"2016","10","26","11","01",2016-10-26 05:30:00,2016-11-01 07:45:00,6.13541666666667
"157","10YDE-VE-------2",2016-11-22,"10:45:00",2016-11-22,"12:00:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---A2","Schkopau A","450","B18","290",NA,"2016","11","22","11","22",2016-11-22 10:45:00,2016-11-22 12:00:00,0.0520833333333333
"158","10YDE-VE-------2",2017-01-12,"11:00:00",2017-01-12,"11:30:00","MAW","11WD8TIEF5X----V","HKW Tiefstack","11WD8TIEF5G-GUDI","HKW Tiefstack GuD","127","B18","0",NA,"2017","01","12","01","12",2017-01-12 11:00:00,2017-01-12 11:30:00,0.0208333333333333
"159","10YDE-VE-------2",2017-02-08,"02:30:00",2017-02-08,"04:45:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---B0","Schkopau B","450","B18","0",NA,"2017","02","08","02","08",2017-02-08 02:30:00,2017-02-08 04:45:00,0.09375
"160","10YDE-VE-------2",2017-02-21,"02:15:00",2017-02-21,"09:00:00","MAW","11WD8ROST1C---P5","Kraftwerk Rostock","11WD8ROST1C----K","Kraftwerk Rostock","514","B18","0",NA,"2017","02","21","02","21",2017-02-21 02:15:00,2017-02-21 09:00:00,0.28125
"161","10YDE-VE-------2",2017-03-24,"16:00:00",2017-03-24,"17:00:00","MAW","11WD8MITT5G----0","HKW Mitte","11WD8MITT5GGUD-8","HKW Mitte GUD","444","B18","230","Other","2017","03","24","03","24",2017-03-24 16:00:00,2017-03-24 17:00:00,0.0416666666666667
"162","10YDE-VE-------2",2017-05-08,"11:00:00",2017-05-08,"14:30:00","MAW","11WD8TIEF5X----V","HKW Tiefstack","11WD8TIEF5C----9","HKW Tiefstack Block 2","189","B18","63",NA,"2017","05","08","05","08",2017-05-08 11:00:00,2017-05-08 14:30:00,0.145833333333333
"163","10YDE-VE-------2",2017-05-21,"21:04:00",2017-05-22,"22:00:00","MAW","11WD8ROST1C---P5","Kraftwerk Rostock","11WD8ROST1C----K","Kraftwerk Rostock","514","B18","414",NA,"2017","05","21","05","22",2017-05-21 21:04:00,2017-05-22 22:00:00,1.03888888888889
"164","10YDE-VE-------2",2017-06-08,"14:00:00",2017-06-08,"19:00:00","MAW","11WD8MARK1H----7","PSW Markersbach","11WD8MARK1H---DG","PSW Markersbach PSS D","160","B18","0","Other","2017","06","08","06","08",2017-06-08 14:00:00,2017-06-08 19:00:00,0.208333333333333
"165","10YDE-VE-------2",2017-06-22,"10:30:00",2017-06-22,"16:15:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---B0","Schkopau B","450","B18","350",NA,"2017","06","22","06","22",2017-06-22 10:30:00,2017-06-22 16:15:00,0.239583333333333
"166","10YDE-VE-------2",2017-07-11,"10:45:00",2017-07-11,"11:15:00","MAW","11WD8MOOR1C----G","HKW Moorburg","11WD8MOOR1C---BT","HKW Moorburg Block B","800","B18","450",NA,"2017","07","11","07","11",2017-07-11 10:45:00,2017-07-11 11:15:00,0.0208333333333333
"167","10YDE-VE-------2",2017-07-23,"20:45:00",2017-07-24,"08:15:00","MAW","11WD8MARK1H----7","PSW Markersbach","11WD8MARK1H---DG","PSW Markersbach PSS D","160","B18","0",NA,"2017","07","23","07","24",2017-07-23 20:45:00,2017-07-24 08:15:00,0.479166666666667
"168","10YDE-VE-------2",2017-08-27,"11:00:00",2017-08-27,"15:00:00","MAW","11WD8MOOR1C----G","HKW Moorburg","11WD8MOOR1C---BT","HKW Moorburg Block B","800","B18","0",NA,"2017","08","27","08","27",2017-08-27 11:00:00,2017-08-27 15:00:00,0.166666666666667
"169","10YDE-VE-------2",2017-09-06,"10:00:00",2017-09-06,"10:30:00","MAW","11WD8TIEF5X----V","HKW Tiefstack","11WD8TIEF5G-GUDI","HKW Tiefstack GuD","127","B18","0",NA,"2017","09","06","09","06",2017-09-06 10:00:00,2017-09-06 10:30:00,0.0208333333333333
"170","10YDE-VE-------2",2017-11-01,"21:30:00",2017-11-02,"08:15:00","MAW","11WD8ROST1C---P5","Kraftwerk Rostock","11WD8ROST1C----K","Kraftwerk Rostock","514","B18","414",NA,"2017","11","01","11","02",2017-11-01 21:30:00,2017-11-02 08:15:00,0.447916666666667
"171","10YDE-VE-------2",2017-11-14,"12:00:00",2017-11-16,"13:00:00","MAW","11WD8SCHK1L----O","Schkopau","11WD8SCHK1L---B0","Schkopau B","450","B18","343","Other","2017","11","14","11","16",2017-11-14 12:00:00,2017-11-16 13:00:00,2.04166666666667
"172","10YDE-VE-------2",2017-12-17,"14:30:00",2017-12-18,"18:30:00","MAW","11WD8GOLD1H----6","PSW Goldisthal","11WD8GOLD1H---DF","PSW Goldisthal PSS D","265","B18","0",NA,"2017","12","17","12","18",2017-12-17 14:30:00,2017-12-18 18:30:00,1.16666666666667
"173","10YDE-VE-------2",2018-01-02,"06:15:00",2018-01-02,"11:15:00","MAW","11WD8REUW1C----4","HKW Reuter West","11WD8REUW1C---EB","HKW Reuter West Block E","282","B18","152","Other","2018","01","02","01","02",2018-01-02 06:15:00,2018-01-02 11:15:00,0.208333333333333
